110100,50
310100,50
440100,50
440300,50
120100,50
130100,50
140100,50
210100,50
210200,50
220100,50
230100,50
320100,50
320200,50
320400,50
320500,50
330100,50
330200,50
330300,50
340100,50
350100,50
350200,50
360100,50
370100,50
370200,50
410100,50
420100,50
430100,50
440600,50
441900,50
500100,50
510100,50
530100,50
610100,50
130200,20
130600,20
150100,20
320300,20
320600,20
320800,20
320900,20
330400,20
330600,20
330700,20
331000,20
350500,20
360700,20
370300,20
370600,20
370700,20
371300,20
410300,20
420500,20
430400,20
440400,20
441300,20
442000,20
450100,20
460100,20
510700,20
520100,20
620100,20
630100,20
640100,20
650100,20
130300,10
130400,10
130500,10
130700,10
130800,10
130900,10
131000,10
131100,10
131300,10
131400,10
140200,10
140300,10
140400,10
140500,10
140600,10
140700,10
140800,10
140900,10
141000,10
141100,10
150200,10
150300,10
150400,10
150500,10
150600,10
150700,10
150800,10
150900,10
152200,10
152500,10
152900,10
210300,10
210400,10
210500,10
210600,10
210700,10
210800,10
210900,10
211000,10
211100,10
211200,10
211300,10
211400,10
220200,10
220300,10
220400,10
220500,10
220600,10
220700,10
220800,10
222400,10
230200,10
230300,10
230400,10
230500,10
230600,10
230700,10
230800,10
230900,10
231000,10
231100,10
231200,10
232700,10
320700,10
321000,10
321100,10
321200,10
321300,10
330500,10
330800,10
330900,10
331100,10
340200,10
340300,10
340400,10
340500,10
340600,10
340700,10
340800,10
341000,10
341100,10
341200,10
341300,10
341500,10
341600,10
341700,10
341800,10
350300,10
350400,10
350600,10
350700,10
350800,10
350900,10
360200,10
360300,10
360400,10
360500,10
360600,10
360800,10
360900,10
361000,10
361100,10
370400,10
370500,10
370800,10
370900,10
371000,10
371100,10
371200,10
371400,10
371500,10
371600,10
371700,10
410200,10
410400,10
410500,10
410600,10
410700,10
410800,10
410900,10
411000,10
411100,10
411200,10
411300,10
411400,10
411500,10
411600,10
411700,10
416000,10
420200,10
420300,10
420600,10
420700,10
420800,10
420900,10
421000,10
421100,10
421200,10
421300,10
422800,10
426000,10
426100,10
426200,10
426300,10
430200,10
430300,10
430500,10
430600,10
430700,10
430800,10
430900,10
431000,10
431100,10
431200,10
431300,10
433100,10
440200,10
440500,10
440700,10
440800,10
440900,10
441200,10
441400,10
441500,10
441600,10
441700,10
441800,10
445100,10
445200,10
445300,10
450200,10
450300,10
450400,10
450500,10
450600,10
450700,10
450800,10
450900,10
451000,10
451100,10
451200,10
451300,10
451400,10
460200,10
460300,10
466000,10
466100,10
466200,10
466300,10
466400,10
466500,10
466600,10
466700,10
466800,10
466900,10
467000,10
467100,10
467200,10
467300,10
467400,10
467500,10
510300,10
510400,10
510500,10
510600,10
510800,10
510900,10
511000,10
511100,10
511300,10
511400,10
511500,10
511600,10
511700,10
511800,10
511900,10
512000,10
513200,10
513300,10
513400,10
520200,10
520300,10
520400,10
520500,10
520600,10
522300,10
522600,10
522700,10
530300,10
530400,10
530500,10
530600,10
530700,10
530800,10
530900,10
532300,10
532500,10
532600,10
532800,10
532900,10
533100,10
533300,10
533400,10
540100,10
540200,10
542100,10
542200,10
542400,10
542500,10
542600,10
610200,10
610300,10
610400,10
610500,10
610600,10
610700,10
610800,10
610900,10
611000,10
620200,10
620300,10
620400,10
620500,10
620600,10
620700,10
620800,10
620900,10
621000,10
621100,10
621200,10
622900,10
623000,10
630200,10
632200,10
632300,10
632500,10
632600,10
632700,10
632800,10
640200,10
640300,10
640400,10
640500,10
650200,10
652100,10
652200,10
652300,10
652700,10
652800,10
652900,10
653000,10
653100,10
653200,10
654000,10
654200,10
654300,10
656000,10
656100,10
656200,10
656300,10
659000,10
