353246,5,10
429590,5,10
90018,5,10
353472,5,10
377101,5,10
395990,5,10
380971,5,10
396565,5,10
401245,5,10
425709,5,10
77933,5,10
148882,5,10
403885,5,10
401394,5,10
423715,5,10
401368,5,10
384311,5,10
393973,5,10
402245,5,10
401871,5,10
61573,5,10
61593,5,10
148931,5,10
149058,5,10
149086,5,10
90025,5,10
400385,5,10
149099,5,10
401976,5,10
149107,5,10
61469,5,10
65444,5,10
149157,5,10
433959,5,10
412932,5,10
90049,5,10
149135,5,10
149127,5,10
61157,5,10
149121,5,10
149145,5,10
149179,5,10
149184,5,10
77926,5,10
401739,5,10
149146,5,10
61163,5,10
401493,5,10
61151,5,10
61146,5,10
149278,5,10
423751,5,10
418725,5,10
77914,5,10
149392,5,10
61112,5,10
400786,5,10
149420,5,10
61124,5,10
149449,5,10
61123,5,10
61119,5,10
400378,5,10
61226,5,10
415945,5,10
61238,5,10
61232,5,10
149550,5,10
149518,5,10
382378,5,10
149530,5,10
400376,5,10
77937,5,10
400377,5,10
90039,5,10
61240,5,10
61225,5,10
90092,5,10
428252,5,10
426931,5,10
61385,5,10
403811,5,10
427538,5,10
424445,5,10
401416,5,10
398399,5,10
400366,5,10
149726,5,10
61253,5,10
61254,5,10
90089,5,10
90033,5,10
380108,5,10
149790,5,10
149846,5,10
61132,5,10
90071,5,10
377085,5,10
420051,5,10
400757,5,10
77900,5,10
90060,5,10
149871,5,10
401704,5,10
149844,5,10
149863,5,10
61130,5,10
61137,5,10
90047,5,10
150105,5,10
429263,5,10
61336,5,10
352137,5,10
150086,5,10
421546,5,10
425096,5,10
61353,5,10
77947,5,10
150117,5,10
400356,5,10
150126,5,10
150075,5,10
150138,5,10
150122,5,10
150082,5,10
150125,5,10
424710,5,10
424915,5,10
429861,5,10
422727,5,10
425793,5,10
423507,5,10
400354,5,10
424598,5,10
61303,5,10
61304,5,10
61302,5,10
61179,5,10
61190,5,10
61184,5,10
115511,5,10
115520,5,10
150226,5,10
392410,5,10
400667,5,10
61187,5,10
61201,5,10
77929,5,10
115498,5,10
115510,5,10
115518,5,10
115543,5,10
150225,5,10
352135,5,10
352149,5,10
352132,5,10
115533,5,10
421507,5,10
115563,5,10
115540,5,10
150228,5,10
150217,5,10
401365,5,10
404553,5,10
400073,5,10
61200,5,10
400685,5,10
416378,5,10
429733,5,10
426472,5,10
61276,5,10
422192,5,10
115621,5,10
425871,5,10
150264,5,10
150273,5,10
415167,5,10
61269,5,10
150332,5,10
61456,5,10
424597,5,10
61455,5,10
414770,5,10
415333,5,10
428457,5,10
4310,5,10
4302,5,10
4305,5,10
4311,5,10
4316,5,10
431656,5,10
414793,5,10
4337,5,10
399577,5,10
390597,5,10
78461,5,10
103653,5,10
414659,5,10
112686,5,10
378682,5,10
414743,5,10
414752,5,10
414738,5,10
378688,5,10
378707,5,10
378684,5,10
378678,5,10
414661,5,10
4331,5,10
414745,5,10
4296,5,10
414769,5,10
78466,5,10
378689,5,10
378686,5,10
112704,5,10
78472,5,10
112684,5,10
112711,5,10
378695,5,10
112683,5,10
378681,5,10
414776,5,10
4339,5,10
4611,5,10
4617,5,10
4621,5,10
4625,5,10
4630,5,10
4638,5,10
4642,5,10
4645,5,10
423797,5,10
415442,5,10
201731,5,10
201780,5,10
201794,5,10
423779,5,10
378711,5,10
201764,5,10
378713,5,10
425050,5,10
200632,5,10
4581,5,10
4587,5,10
4590,5,10
4600,5,10
4603,5,10
4609,5,10
419733,5,10
396161,5,10
112833,5,10
419722,5,10
112847,5,10
112826,5,10
4597,5,10
426559,5,10
4604,5,10
4592,5,10
419724,5,10
396128,5,10
78531,5,10
200633,5,10
419992,5,10
420044,5,10
112832,5,10
78529,5,10
112850,5,10
426340,5,10
103545,5,10
103663,5,10
88055,5,10
112651,5,10
88128,5,10
88038,5,10
200673,5,10
4186,5,10
4170,5,10
4174,5,10
4181,5,10
4190,5,10
4196,5,10
103690,5,10
112655,5,10
103677,5,10
200661,5,10
4168,5,10
4199,5,10
402499,5,10
4679,5,10
402355,5,10
103646,5,10
200692,5,10
378748,5,10
88004,5,10
103674,5,10
200829,5,10
88047,5,10
4006,5,10
4009,5,10
4016,5,10
103613,5,10
112626,5,10
200701,5,10
200699,5,10
429535,5,10
435403,5,10
4352,5,10
4363,5,10
414697,5,10
414766,5,10
378788,5,10
378794,5,10
200754,5,10
414707,5,10
414680,5,10
414636,5,10
414667,5,10
200729,5,10
426488,5,10
414668,5,10
414715,5,10
414739,5,10
4357,5,10
427432,5,10
4343,5,10
414683,5,10
414761,5,10
414638,5,10
200744,5,10
200747,5,10
112726,5,10
414734,5,10
414718,5,10
422370,5,10
4505,5,10
4508,5,10
4511,5,10
4515,5,10
4518,5,10
4524,5,10
420020,5,10
112736,5,10
78510,5,10
200781,5,10
112732,5,10
112741,5,10
378804,5,10
112751,5,10
4147,5,10
402428,5,10
427739,5,10
78426,5,10
88006,5,10
88096,5,10
103556,5,10
103695,5,10
378935,5,10
88090,5,10
88012,5,10
378808,5,10
4131,5,10
4138,5,10
4154,5,10
402391,5,10
402425,5,10
402651,5,10
4076,5,10
4087,5,10
428390,5,10
201678,5,10
88118,5,10
402525,5,10
88099,5,10
103666,5,10
201675,5,10
401181,5,10
402423,5,10
429542,5,10
415086,5,10
435168,5,10
4261,5,10
4246,5,10
401482,5,10
4262,5,10
4266,5,10
4255,5,10
4278,5,10
402637,5,10
78445,5,10
78452,5,10
103553,5,10
103709,5,10
112663,5,10
112669,5,10
200836,5,10
200848,5,10
200866,5,10
200907,5,10
378817,5,10
404582,5,10
200912,5,10
200856,5,10
4282,5,10
200833,5,10
200834,5,10
401436,5,10
4250,5,10
4257,5,10
4267,5,10
4272,5,10
4275,5,10
4287,5,10
402335,5,10
424506,5,10
427635,5,10
78451,5,10
112656,5,10
112675,5,10
200909,5,10
399875,5,10
78450,5,10
416887,5,10
4285,5,10
200942,5,10
378820,5,10
422632,5,10
4270,5,10
402257,5,10
427062,5,10
431390,5,10
433061,5,10
435156,5,10
428446,5,10
103579,5,10
200992,5,10
201136,5,10
396716,5,10
402258,5,10
112868,5,10
415432,5,10
422753,5,10
88059,5,10
112730,5,10
200947,5,10
201052,5,10
201240,5,10
399730,5,10
389297,5,10
404235,5,10
112903,5,10
78487,5,10
394413,5,10
201171,5,10
88049,5,10
201119,5,10
415395,5,10
201017,5,10
420040,5,10
420047,5,10
420102,5,10
404750,5,10
112757,5,10
420418,5,10
112864,5,10
112862,5,10
420037,5,10
4392,5,10
4477,5,10
405971,5,10
402975,5,10
402986,5,10
403002,5,10
403012,5,10
403020,5,10
403017,5,10
403034,5,10
403054,5,10
403899,5,10
404446,5,10
404442,5,10
404460,5,10
404749,5,10
404997,5,10
427575,5,10
403623,5,10
427579,5,10
427660,5,10
427663,5,10
427666,5,10
427669,5,10
427672,5,10
427675,5,10
403622,5,10
403003,5,10
403065,5,10
403076,5,10
427761,5,10
427763,5,10
427659,5,10
427766,5,10
427769,5,10
427990,5,10
428395,5,10
103643,5,10
112856,5,10
201031,5,10
201107,5,10
394319,5,10
112859,5,10
201127,5,10
201019,5,10
112863,5,10
403035,5,10
78479,5,10
88039,5,10
88132,5,10
112854,5,10
200993,5,10
201068,5,10
201098,5,10
201111,5,10
394345,5,10
396707,5,10
399435,5,10
395598,5,10
404312,5,10
112759,5,10
201006,5,10
394370,5,10
201222,5,10
200991,5,10
415450,5,10
201096,5,10
402277,5,10
403011,5,10
402336,5,10
4093,5,10
88122,5,10
103649,5,10
201393,5,10
103513,5,10
385296,5,10
422573,5,10
201398,5,10
88053,5,10
103518,5,10
4104,5,10
4109,5,10
4116,5,10
4129,5,10
402504,5,10
402636,5,10
4092,5,10
4106,5,10
88082,5,10
385947,5,10
4117,5,10
201395,5,10
88022,5,10
402639,5,10
425149,5,10
4568,5,10
4560,5,10
4567,5,10
430609,5,10
420646,5,10
4578,5,10
201448,5,10
201442,5,10
201455,5,10
88003,5,10
201471,5,10
201414,5,10
201464,5,10
78519,5,10
201460,5,10
429171,5,10
201539,5,10
4529,5,10
4539,5,10
4546,5,10
414686,5,10
4531,5,10
431473,5,10
433614,5,10
201547,5,10
201479,5,10
414694,5,10
420846,5,10
201482,5,10
414678,5,10
414696,5,10
201501,5,10
400273,5,10
4532,5,10
414634,5,10
414658,5,10
414768,5,10
426543,5,10
201543,5,10
201478,5,10
400274,5,10
201486,5,10
201505,5,10
78502,5,10
4553,5,10
103424,5,10
201498,5,10
4019,5,10
4050,5,10
88068,5,10
103562,5,10
201566,5,10
201575,5,10
201583,5,10
201601,5,10
103464,5,10
88111,5,10
201569,5,10
402329,5,10
4018,5,10
4028,5,10
4033,5,10
4038,5,10
4042,5,10
4045,5,10
4051,5,10
201581,5,10
88058,5,10
78393,5,10
103614,5,10
88093,5,10
201584,5,10
4021,5,10
425759,5,10
87985,5,10
88070,5,10
103557,5,10
201615,5,10
201623,5,10
201656,5,10
201634,5,10
78441,5,10
201625,5,10
4240,5,10
415295,5,10
4208,5,10
4229,5,10
4239,5,10
103627,5,10
201628,5,10
201648,5,10
88097,5,10
201614,5,10
201647,5,10
4224,5,10
88016,5,10
201706,5,10
201713,5,10
103572,5,10
103625,5,10
78398,5,10
4055,5,10
4064,5,10
4069,5,10
4074,5,10
103567,5,10
4059,5,10
402583,5,10
4063,5,10
4072,5,10
31950,5,10
429409,5,10
425948,5,10
92292,5,10
354120,5,10
261390,5,10
261362,5,10
92308,5,10
261376,5,10
391381,5,10
261316,5,10
261344,5,10
31913,5,10
31894,5,10
31904,5,10
31895,5,10
427458,5,10
395950,5,10
261354,5,10
